Name,Address,Project_Status,Occupancy_Year,Design___Accessible_1BR,Design___Accessible_2BR,Design___Accessible_3BR,Design___Accessible_4BR,Design___Accessible_Studio,Design___Accessible_Room,Design___Adaptable_1BR,Design___Adaptable_2BR,Design___Adaptable_3BR,Design___Adaptable_4BR,Design___Standard_1BR,Design___Standard_2BR,Design___Standard_3BR,Design___Standard_4BR,Design___Standard_Studio,Design___Standard_Room,Clientele__Families,Clientele___Seniors,Clientele___Other,Operator,Operator_type,Local_Area,Index_Number,Latitude,Longitude,URL
Trout Lake Co-op,3274 Findlay St,Completed,1988,0,0,0,0,0,0,0,0,0,0,1,24,4,2,0,0,30,0,1,Trout Lake Co-op Housing Association,2,Kensington-Cedar Cottage,162,49.25527408,-123.06738984,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=162
Vancouver Native (Graveley St),1339 Graveley St,Completed,1988,2,2,0,0,0,0,0,0,0,0,10,9,4,9,0,0,24,10,2,Vancouver Native Housing Society,3,Grandview-Woodland,184,49.27082772,-123.07637895,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=184
West End Manor,1145 Burnaby St,Completed,1988,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,Affordable Housing Societies,1,West End,124,49.28066394,-123.13321456,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=124
Aaron Webster Co-op,1885 E Pender St,Completed,1987,0,4,0,0,0,0,0,0,0,0,6,14,7,0,0,0,25,0,6,Cityview Co-op Housing Association,2,Grandview-Woodland,265,49.28047652,-123.06605018,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=265
Alberni Co-op,5250 Rupert St,Completed,1987,0,0,0,0,0,0,0,0,0,0,10,20,15,0,0,0,35,0,10,Alberni Co-op Housing Association,2,Renfrew-Collingwood,287,49.2365991,-123.04097739,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=287
Charles Square Co-op,1555 Charles St,Completed,1987,0,2,0,0,0,0,0,0,0,0,18,8,8,0,0,0,18,0,18,Charles Square Co-op Housing Association,2,Grandview-Woodland,135,49.27333302,-123.07198632,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=135
Charleston Terrace Co-op,960 W 6th Ave,Completed,1987,0,0,0,0,0,0,0,0,0,0,18,22,20,0,0,0,42,0,18,Charleston Terrace Co-op Housing Association,2,Fairview,38,49.26572477,-123.12571992,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=38
China Creek Co-op,1230 E 8th Ave,Completed,1987,2,2,0,0,0,0,0,0,0,0,6,19,5,1,0,0,27,0,8,China Creek Co-op Housing Association,2,Mount Pleasant,51,49.26307424,-123.07922139,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=51
Dundee Court Co-op,2898 Kingsway,Completed,1987,4,0,0,0,0,0,0,0,0,0,0,22,29,18,0,0,69,0,4,Dundee Court Co-op Housing Association,2,Renfrew-Collingwood,212,49.23580848,-123.04678992,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=212
Four Sisters Co-op,118 Alexander St,Completed,1987,5,5,0,0,5,0,0,0,0,0,18,11,0,0,9,0,16,0,37,Four Sisters Co-op Housing Association,2,Downtown,104,49.28370049,-123.10153493,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=104
James McCready Residence,129 E Cordova St,Completed,1987,0,0,0,0,0,0,0,0,0,0,5,0,0,0,39,0,0,0,44,Salvation Army,1,Downtown,142,49.28256711,-123.10098812,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=142
Jennie Pentland Place,540 E Hastings St,Completed,1987,2,0,0,0,7,0,0,0,0,0,23,11,6,0,37,0,17,0,69,First United Church Social Housing Society,1,Strathcona,192,49.28089739,-123.09305566,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=192
Laura Jamieson Co-op,1349 E 2nd Ave,Completed,1987,1,1,0,0,0,0,0,0,0,0,4,23,18,0,0,0,42,0,5,Laura Jamieson Co-op Housing Association,2,Grandview-Woodland,7,49.26900321,-123.07614157,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=7
Lu'Ma Housing (Adanac St),1530 Adanac St,Completed,1987,1,0,0,0,0,0,0,0,0,0,3,11,10,0,1,0,21,0,5,Lu'Ma Native Housing Society,3,Grandview-Woodland,94,49.27733673,-123.0734715,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=94
Nanaimo Lane,16 Nanaimo St,Completed,1987,5,0,0,0,0,0,0,0,0,0,0,9,17,1,0,0,27,0,5,Affordable Housing Societies,1,Hastings-Sunrise,241,49.28423783,-123.05609131,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=241
Nanaimo Place,76 N Nanaimo St,Completed,1987,1,0,0,0,0,0,0,0,0,0,3,14,6,0,0,0,20,0,4,Affordable Housing Societies,1,Hastings-Sunrise,242,49.28535684,-123.0560918,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=242
Sunrise Co-op,1528 E 5th Ave,Completed,1987,0,2,0,0,0,0,0,0,0,0,8,16,13,0,0,0,31,0,8,Sunrise Co-op Housing Association,2,Grandview-Woodland,21,49.26574527,-123.07336938,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=21
Synala Co-op,3090 Kingsway,Completed,1987,0,2,0,0,0,0,0,0,0,0,4,10,16,8,0,0,36,0,4,Synala Co-op Housing Association,2,Renfrew-Collingwood,213,49.2351038,-123.04054547,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=213
Vancouver Native (Georgia St),1856 E Georgia St,Completed,1987,1,0,0,0,0,0,0,0,0,0,2,12,6,6,0,0,24,2,1,Vancouver Native Housing Society,3,Grandview-Woodland,171,49.27815551,-123.0664843,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=171
Wilp-Bilah,1545 E Broadway,Completed,1987,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,Vancouver Native Housing Society,3,Grandview-Woodland,116,49.26263702,-123.07252526,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=116
Wilp-Lo-Ama-Gaut,860 E 7th Ave,Completed,1987,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,12,6,0,Vancouver Native Housing Society,3,Mount Pleasant,42,49.26403654,-123.08569338,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=42
Alma Blackwell,1656 Adanac St,Completed,1986,0,0,0,0,0,0,0,0,0,0,6,24,14,2,0,0,40,0,6,Entre Nous Femmes Housing Society,1,Grandview-Woodland,95,49.27733406,-123.07200187,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=95
Cecilia House,315 Powell St,Completed,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,The Bloom Group,1,Strathcona,275,49.2833943,-123.09728984,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=275
Charleswood Court,1515 Charles St,Completed,1986,1,0,0,0,0,0,0,0,0,0,3,19,3,0,0,0,22,0,4,More Than A Roof Housing Society,1,Grandview-Woodland,134,49.27331573,-123.07301669,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=134
Columbia House,101 Powell St,Completed,1986,0,0,0,0,5,0,0,0,0,0,11,0,0,0,69,0,0,0,85,Affordable Housing Societies,1,Downtown,273,49.28346017,-123.10189962,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=273
Crossroads Co-op,404 E 43rd Ave,Completed,1986,0,0,0,0,0,0,0,0,0,0,6,12,6,2,0,0,20,0,6,Crossroads Co-op Housing Association,2,Sunset,85,49.23083693,-123.09676819,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=85
Domego Co-op,2950 Heather St,Completed,1986,0,0,0,0,0,0,0,0,0,0,5,23,13,0,0,0,36,0,5,Domego Co-op Housing Association,2,Fairview,74,49.25905197,-123.11952103,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=74
Grace MacInnis Co-op,825 Salsbury Dr,Completed,1986,0,1,0,0,0,0,0,0,0,0,4,14,12,0,0,0,27,0,4,Grace MacInnis Co-op Housing Association,2,Grandview-Woodland,289,49.27729408,-123.06888997,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=289
Griffin's Walk Co-op,449 E 44th Ave,Completed,1986,5,0,0,0,0,0,0,0,0,0,3,13,11,0,0,0,24,0,8,Griffin's Walk Co-op Housing Association,2,Sunset,87,49.23041224,-123.09531965,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=87
Harbour Cove Co-op,1515 W 1st Ave,Completed,1986,2,2,1,0,0,0,0,0,0,0,4,8,4,0,0,0,15,0,6,Harbour Cove Co-op Housing Association,2,Fairview,270,49.27205665,-123.14128903,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=270
Heritage Co-op,717 W 8th Ave,Completed,1986,0,0,0,0,0,0,0,0,0,0,9,9,22,0,1,0,31,0,10,Heritage Co-op Housing Association,2,Fairview,54,49.26446677,-123.12042184,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=54
Inti Co-op,1675 Cypress St,Completed,1986,2,2,0,0,0,0,0,0,0,0,4,4,6,2,0,0,14,0,6,Inti Co-op Housing Association,2,Kitsilano,3,49.27094519,-123.14821914,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=3
La Cour I,3080 Heather St,Completed,1986,1,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,22,0,1,Societe d'Habitation La Verendrye,1,Fairview,195,49.2576848,-123.11942972,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=195
Lu'Ma Housing (6th Ave),756 E 6th Ave,Completed,1986,0,1,0,0,0,0,0,0,0,0,7,10,2,0,0,0,13,0,7,Lu'Ma Native Housing Society,3,Mount Pleasant,34,49.26495984,-123.08812236,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=34
Lu'Ma Housing (Pender St),1710 E Pender St,Completed,1986,0,0,0,0,0,0,0,0,0,0,7,12,4,0,4,0,16,0,11,Lu'Ma Native Housing Society,3,Grandview-Woodland,262,49.28001135,-123.07002235,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=262
Maple Creek Co-op,2053 W 8th Ave,Completed,1986,2,0,0,0,0,0,0,0,0,0,14,16,8,0,0,0,24,0,16,Maple Creek Co-op Housing Association,2,Kitsilano,55,49.26495895,-123.15173449,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=55
Marpole Terrace Co-op,8695 SW Marine Dr,Completed,1986,0,8,0,0,0,0,0,0,0,0,6,21,4,0,0,0,33,0,6,Marpole Terrace Co-op Housing Association,2,Marpole,232,49.20753063,-123.14269428,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=232
McLean Apartment,1885 McLean Dr,Completed,1986,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,25,Coast Foundation Society,1,Grandview-Woodland,239,49.26809347,-123.07596571,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=239
Mi-Casa,870 E 8th Ave,Completed,1986,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,22,0,0,Red Door Housing Society,1,Mount Pleasant,49,49.2631267,-123.08566017,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=49
Pacific Park Place Co-op,3401 E 43rd Ave,Completed,1986,0,2,0,0,0,0,0,0,0,0,9,8,21,0,0,0,31,0,9,Pacific Park Place Co-op Housing Association,2,Killarney,113,49.23126023,-123.03003447,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=113
Rising Star Co-op,1556 E 5th Ave,Completed,1986,0,2,0,0,0,0,0,0,0,0,9,13,9,0,0,0,24,0,9,Rising Star Co-op Housing Association,2,Grandview-Woodland,22,49.26573514,-123.07218136,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=22
Robson Park Co-op (Phase III),234 E 15th Ave,Completed,1986,2,0,0,0,0,0,0,0,0,0,7,8,6,0,0,0,14,0,9,Robson Park Co-op Housing Association,2,Mount Pleasant,75,49.26616758,-123.09989042,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=75
Sitka Co-op,1550 Woodland Dr,Completed,1986,1,0,0,0,0,0,0,0,0,0,7,11,6,1,0,0,18,0,8,Sitka Co-op Housing Association,2,Grandview-Woodland,183,49.27078715,-123.07305553,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=183
Vancouver Native (5th Ave),1575 E 5th Ave,Completed,1986,0,2,0,0,0,0,0,0,0,0,1,21,2,5,0,0,30,0,1,Vancouver Native Housing Society,3,Grandview-Woodland,23,49.26625345,-123.07186116,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=23
Vancouver Native (Frances St),1766 Frances St,Completed,1986,1,1,0,0,0,0,0,0,0,0,11,8,6,0,0,0,15,0,12,Vancouver Native Housing Society,3,Grandview-Woodland,164,49.2790927,-123.06892602,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=164
Veterans Memorial Manor,310 Alexander St,Completed,1986,0,0,0,0,12,7,0,0,0,0,0,0,0,0,75,39,0,0,133,Veterans' Memorial Housing Society,1,Strathcona,100,49.28378914,-123.0973628,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=100
W.A. Street Homes,761 Prior St,Completed,1986,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Affordable Housing Societies,1,Strathcona,411,49.27681412,-123.0883026,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=411
W.A. Street Homes,1030 Keefer St,Completed,1986,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Affordable Housing Societies,1,Strathcona,408,49.27888667,-123.0817062,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=408
W.A. Street Homes,1020 E Pender St,Completed,1986,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Affordable Housing Societies,1,Strathcona,409,49.27980047,-123.08186724,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=409
W.A. Street Homes,1153 E Pender St,Completed,1986,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Affordable Housing Societies,1,Strathcona,410,49.28028632,-123.08006139,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=410
W.A. Street Homes,330 Union St,Completed,1986,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Affordable Housing Societies,1,Strathcona,412,49.27733,-123.09620134,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=412
W.A. Street Homes,837 E Georgia St,Completed,1986,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Affordable Housing Societies,1,Strathcona,168,49.27857263,-123.08637889,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=168
W.A. Street Homes,1142 E Georgia St,Completed,1986,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Affordable Housing Societies,1,Strathcona,407,49.27795107,-123.08020164,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=407
Wits' End Co-op,1592 SW Marine Dr,Completed,1986,0,2,0,0,0,0,0,0,0,0,9,23,13,5,0,0,43,0,9,Wits' End Co-op Housing Association,2,Marpole,231,49.20824039,-123.14375724,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=231
Alexander Street Co-op,638 Alexander St,Completed,1985,5,0,0,0,5,0,0,0,0,0,8,5,0,0,33,0,5,0,51,Alexander Street Co-operative Housing Association,2,Strathcona,102,49.28366031,-123.09046001,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=102
Alexandra Place,2450 Penticton St,Completed,1985,3,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,12,0,12,Alexandra Housing Society,1,Hastings-Sunrise,117,49.26231048,-123.05180854,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=117
Amicae Co-op.,1047 Barclay St,Completed,1985,7,7,3,0,0,0,0,0,0,0,7,14,18,0,0,0,42,0,14,Amicae Co-op Housing Association,2,West End,110,49.28281842,-123.12576234,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=110
Barclay Heritage Square,1416 Haro St,Completed,1985,0,1,0,0,0,0,0,0,0,0,0,6,11,0,0,0,18,0,0,City of Vancouver,4,West End,186,49.28738884,-123.13188043,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=186
Creekview Co-op,1483 Lamey's Mill Rd,Completed,1985,0,0,0,0,0,0,0,0,0,0,38,38,27,0,0,0,65,0,38,Creekview Co-op Housing Association,2,Fairview,220,49.26932061,-123.1370449,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=220
David Wetherow Co-op,1529 W 71st Ave,Completed,1985,5,0,0,0,0,0,0,0,0,0,10,6,17,2,0,0,25,0,15,David Wetherow Co-op Housing Association,2,Marpole,169,49.20734942,-123.14167259,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=169
Ford Building,375 Main St,Completed,1985,0,0,0,0,0,0,0,0,0,0,7,0,0,0,69,0,0,0,76,Affordable Housing Societies,1,Downtown,189,49.28158604,-123.10011042,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=189
Golden Age Court,145 E Cordova St,Completed,1985,0,0,0,0,0,0,0,0,0,0,18,0,0,0,53,0,0,71,0,Harry Lin Chin Foundation,1,Downtown,143,49.28255723,-123.10045916,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=143
HW Flesher Co-op,3545 E 43rd Ave,Completed,1985,1,1,1,0,0,0,0,0,0,0,24,54,17,2,0,0,75,0,25,HW Flesher Co-op Housing Association,2,Killarney,86,49.23143252,-123.0282517,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=86
Leveller's Co-op,1763 E Pender St,Completed,1985,2,0,0,0,0,0,0,0,0,0,5,22,6,0,0,0,28,0,7,Leveller's Co-op Housing Association,2,Grandview-Woodland,263,49.28051041,-123.06880418,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=263
Lu'Ma Housing (Georgia St),1750 E Georgia St,Completed,1985,0,0,0,0,0,0,0,0,0,0,0,2,13,6,0,0,21,0,0,Lu'Ma Native Housing Society,3,Grandview-Woodland,170,49.27818934,-123.06934118,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=170
Marin Vista,8475 Duff St,Completed,1985,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,Affordable Housing Societies,1,Victoria-Fraserview,533,49.20776282,-123.06481634,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=533
Marin Vista,8430 Aqua Dr,Completed,1985,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,0,Affordable Housing Societies,1,Victoria-Fraserview,155,49.20768611,-123.06367471,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=155
Marin Vista,2101 Southside Dr,Completed,1985,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,Affordable Housing Societies,1,Victoria-Fraserview,534,49.20857785,-123.06383102,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=534
Northern Way Co-op,675 E 5th Ave,Completed,1985,3,0,0,0,0,0,0,0,0,0,13,24,19,1,0,0,44,0,16,Northern Way Co-op Housing Association,2,Mount Pleasant,20,49.26639799,-123.09065341,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=20
Oakridge House,625 W 45th Ave,Completed,1985,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,0,76,1,Chishaun Housing Society,1,Oakridge,88,49.23018016,-123.11886021,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=88
Pacific Heights Co-op,1019 Pacific St,Completed,1985,5,0,0,0,0,0,0,0,0,0,7,56,23,0,0,0,79,0,12,Pacific Heights Co-op Housing Association,2,West End,254,49.27756532,-123.13273637,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=254
Paloma Co-op,1580 E 3rd Ave,Completed,1985,2,0,0,0,0,0,0,0,0,0,10,22,10,0,0,0,32,0,12,Paloma Co-op Housing Association,2,Grandview-Woodland,14,49.26755366,-123.07135898,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=14
Vancouver Native (7th Ave),1333 E 7th Ave,Completed,1985,0,1,0,0,0,0,0,0,0,0,4,12,4,0,4,0,17,0,8,Vancouver Native Housing Society,3,Grandview-Woodland,45,49.26448248,-123.07649546,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=45
Vancouver Native (8th Ave),1330 E 8th Ave,Completed,1985,1,1,0,0,0,0,0,0,0,0,7,23,4,0,0,0,28,0,8,Vancouver Native Housing Society,3,Grandview-Woodland,52,49.263058,-123.07666847,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=52
Vera Co-op,531 SW Marine Dr,Completed,1985,3,0,0,0,0,0,0,0,0,0,35,7,24,0,0,0,31,0,38,Vera Co-op Housing Association,2,Marpole,229,49.20965032,-123.11952291,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=229
Arlington Grove Co-op,3410 McIntyre Dr,Completed,1984,2,0,1,0,0,0,0,0,0,0,6,26,29,2,0,0,58,0,8,Arlington Grove Co-op Housing Association,2,Killarney,236,49.21961153,-123.0314457,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=236
Bill Hennessy Place,501 E Hastings St,Completed,1984,6,0,0,0,0,0,0,0,0,0,23,17,0,0,24,0,17,0,53,First United Church Social Housing Society,1,Strathcona,190,49.28150447,-123.09283543,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=190
Broadview Co-op,2525 Waterloo St,Completed,1984,5,2,0,0,0,0,0,0,0,0,2,2,6,0,0,0,10,0,7,Broadview Co-op Housing Association,2,Kitsilano,120,49.2640035,-123.18021442,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=120
Chilean Co-op,3390 School Ave,Completed,1984,4,2,0,0,0,0,0,0,0,0,0,4,19,8,0,0,33,0,4,Chilean Co-op Housing Association,2,Killarney,472,49.23080241,-123.03304017,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=472
Chinatown Lions Manor-Phase II,830 Campbell Ave,Completed,1984,0,0,0,0,1,0,0,0,0,0,3,0,0,0,14,0,0,18,0,Vancouver Chinatown Housing Society,1,Strathcona,261,49.27694361,-123.08442743,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=261
Connaught Co-op,527 Commodore Rd,Completed,1984,1,3,0,0,0,0,0,0,0,0,12,63,0,0,0,0,66,0,13,Connaught Co-op Housing Association,2,Fairview,138,49.26801477,-123.11596251,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=138
Emma G. Co-op,2250 Fraser St,Completed,1984,1,3,1,0,0,0,0,0,0,0,3,8,1,0,0,0,13,0,4,Emma G. Co-op Housing Association,2,Mount Pleasant,166,49.26456896,-123.08876201,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=166
Helen's Court Co-op,2137 W 1st Ave,Completed,1984,2,0,0,0,0,0,0,0,0,0,7,22,13,0,0,0,35,0,9,Helen's Court Co-op Housing Association,2,Kitsilano,6,49.27104183,-123.1536261,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=6
Hemlock Court,1411 E 17th Ave,Completed,1984,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,21,0,0,Metro Vancouver Housing Corporation,4,Kensington-Cedar Cottage,78,49.25571018,-123.07540882,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=78
Jasmine Place Co-op,775 E 7th Ave,Completed,1984,1,1,0,0,0,0,0,0,0,0,6,10,9,0,0,0,20,0,7,Jasmine Place Co-op Housing Association,2,Mount Pleasant,41,49.2645604,-123.08761087,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=41
Juniper Co-op,2286 W 5th Ave,Completed,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,Juniper Co-op Housing Association,2,Kitsilano,415,49.26707432,-123.15710659,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=415
Juniper Co-op,2017 W 5th Ave,Completed,1984,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,6,0,0,Juniper Co-op Housing Association,2,Kitsilano,28,49.26749853,-123.15092794,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=28
Kitsilano Terrace Co-op,2616 W Broadway,Completed,1984,1,1,0,0,0,0,0,0,0,0,14,8,3,0,0,0,12,0,15,Kitsilano Terrace Co-op Housing Association,2,Kitsilano,119,49.26375564,-123.16534964,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=119
Lu'Ma Housing (8th Ave),1219 E 8th Ave,Completed,1984,0,0,0,0,0,0,0,0,0,0,11,14,0,0,4,0,14,0,15,Lu'Ma Native Housing Society,3,Mount Pleasant,50,49.26358712,-123.07898388,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=50
Lu'Ma Housing (Templeton Dr),225 N Templeton Dr,Completed,1984,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,15,0,3,Lu'Ma Native Housing Society,3,Grandview-Woodland,299,49.28712107,-123.0600295,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=299
Marine Court Co-op,1599 W 71st Ave,Completed,1984,2,0,0,0,0,0,0,0,0,0,6,34,12,0,0,0,46,0,8,Marine Court Co-op Housing Association,2,Marpole,93,49.20760295,-123.14347965,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=93
Phoenix Court Co-op,2424 Maple St,Completed,1984,1,1,0,0,0,0,0,0,0,0,12,19,0,0,0,0,20,0,13,Phoenix Court Co-op Housing Association,2,Kitsilano,227,49.26442777,-123.15003674,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=227
